recrd,vesslterms,feature_type,chart,latdec,londec,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11388",30.2182204,-86.7019821,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11388",30.0999603,-86.7335621,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11388",30.0465851,-86.0933303,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.3567063,-86.4280977,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-0585/10 (DTON NWID: 19183),OPR-J364-KR-10, x-ref: H-12236 & DD-17757.",30.306395,-86.6036397,,20.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.2501046,-85.9836335,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.3717638,-86.4206707,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.3415562,-86.7137066,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.3163117,-86.5165234,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.2253344,-86.6275709,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11388",30.2241001,-85.9367109,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.2012943,-85.9732598,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11388",30.2979801,-86.4563047,,20.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11388",30.0148942,-86.7132741,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.3434343,-86.4899699,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.3132539,-86.5633214,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11388",30.0939188,-85.9425627,,24.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.0998138,-86.0833403,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.234891,-86.0383406,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11484",28.9082762,-80.7617185,,7.6,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-13754",28.4951565,-80.5415153,,1.5,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11484",28.4789458,-80.3667343,,14,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11484",28.5706417,-80.3160463,,17,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11484",28.662098,-80.3878914,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11484",28.8457457,-80.4305374,,13.1,,,,value reported (not confirmed),always under water/submerged
,,,"US,US,graph,H-11591",29.0657322,-80.8775681,,17,,,,,always under water/submerged
,,,"US,US,graph,H-11591",29.0797178,-80.8838094,,18.8,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11486",29.5843688,-81.0362318,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11486",29.1720479,-80.7630723,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11486",29.1580765,-80.8921142,,10.6,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11486",29.4533635,-80.879424,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11476",28.2028753,-80.4886859,,15.2,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11476",28.4246888,-80.291657,,13.1,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11476",28.1610484,-80.2048126,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11476",28.0582097,-80.1916236,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11476",28.0219264,-80.4585005,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11476",27.8997837,-80.3662189,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11476",28.3082795,-80.333083,,18.2,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11476",28.3325852,-80.2182928,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11476",28.066834,-80.1186807,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11474",27.1484867,-79.9331103,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11474",27.5593526,-79.9644948,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11474",27.5517755,-79.9798608,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.0695974,-80.0605312,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.0524564,-80.0660898,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.1267267,-80.1018387,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.4386428,-80.229824,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.4280128,-80.1881972,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.3967299,-80.0334376,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.5249287,-80.1567375,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.010161,-80.0443972,,9.4,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11474",27.6657729,-79.8812587,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.3055975,-80.0881464,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11474",27.3367512,-80.0753111,,7.3,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11474",27.2889519,-80.1212918,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5167865,-82.2001196,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11439",24.5459446,-82.1558972,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.4917046,-82.2252352,,5.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.6334177,-82.1667336,,2.4,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11439",24.8135199,-82.2801292,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.4580195,-82.1658253,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5603423,-82.4738257,,1.8,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,L-1383/11",24.4304639,-82.4225161,,,,,Masts,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.6391964,-82.1068568,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5584647,-82.1766801,,1.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.4549973,-82.1084879,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5832214,-82.1752598,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5583457,-82.4731228,,2.4,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,7thCGD,LNM 30/14",24.5371817,-82.01797,,,,,Masts,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5900283,-82.183549,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1562/11",24.5891358,-82.2228672,,2.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11439",24.4205878,-82.0424028,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5755641,-82.3999131,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.7082283,-81.9570432,,11.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.760285,-82.3551945,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11439",24.5881025,-82.2829209,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5573011,-82.1814244,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.6792636,-82.3914713,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.6706103,-82.4453573,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5802602,-82.260656,,,,,Reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5682087,-82.2064817,,,,,Reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5785629,-82.5766386,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.4834061,-82.4082569,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.672891,-82.4339838,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.4656935,-82.2216267,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5877483,-82.0835725,,1.2,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.6186819,-82.5835733,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5744675,-82.4579314,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5740159,-82.233913,,0.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.5902341,-82.1564777,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-12196",24.763229,-82.0199439,,14.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.7038126,-82.4287156,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.4592413,-82.2545467,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11439",24.4632771,-82.3983962,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.5003054,-81.4836118,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.36749,-81.8409342,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4585581,-81.606374,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11442",24.9174544,-81.4995445,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.3989589,-81.6653091,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4273711,-81.5868428,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4834992,-81.4053652,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11442",24.9517864,-81.7747489,,12.1,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11442",24.950039,-81.4996512,,,,,,,covers and uncovers
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4354944,-81.6121877,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4637269,-81.5549758,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11442",24.8923912,-81.1666206,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4727212,-81.5178934,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4802233,-81.5498306,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11442",24.9486408,-81.8994086,,14.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4166845,-81.8494474,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11442",24.4497901,-81.5817033,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11417",31.0526398,-81.229206,,7.6,,,Explosives,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,FE-452",30.5894435,-81.1472492,,17,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11502",31.3168404,-80.9666136,,12.1,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 46/84",30.8671209,-81.0166107,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11417",31.021556,-81.208583,,12.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,U1,reprt,NGA,NW 17/07",30.7511667,-81.1033333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11417",31.017111,-81.241,,12.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-12098",30.6778242,-81.16651,,18.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 18/15",31.0873333,-81.1373333,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 19347",20.588706,-156.905121,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 19347",20.629635,-156.837213,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 19351",20.9296255,-157.0006209,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 19351",20.9236886,-156.9340264,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 19351",20.9226244,-156.9320292,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 19351",20.9215256,-156.9107735,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,Chart 19351",20.9187374,-156.904791,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 19351",20.9226582,-156.9276031,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 19351",20.922455,-156.9141951,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 19351",21.0824374,-157.0161081,,,,,,,covers and uncovers
,,Wrecks - Visible,"US,US,graph,Chart 19351",21.2033784,-156.9834541,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 19381",21.8781742,-159.4900247,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 19441",25.3810377,-170.5587043,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,FE-00502 (NWID: 16669), OPR-Y387-NRT4-05, x-ref: DD-12592",41.7471667,-87.5288333,,6.4,,,,,always under water/submerged
